100 100
100 100
100 100
70 70
70 70
70 70
70 70
70 70
70 70
70 70
70 70
70 70
70 70
70 70
70 70
70 70
50 70
50 70
50 70
50 70
50 70
50 70
50 70
50 70
50 70
50 70
50 70
50 70
50 70
50 70
50 70
50 70
50 70
50 70
50 70
50 70
70 50
70 50
70 50
70 50
70 50
70 50
70 50
70 50
70 50
70 50
70 50
70 50
70 50
70 50
70 50
70 50
70 50
70 50
70 50
70 50
70 50
70 50
70 -50
70 -50
70 -50
70 -50
70 -50
70 -50
70 -50
70 -50
70 -50
70 -50
70 -50
70 -50
70 -50
70 -50
70 -50
70 -50
70 -50
70 -50
-50 70
-50 70
-50 70
-50 70
-50 70
-50 70
-50 70
-50 70
-50 70
-50 70
-50 70
-50 70
-50 70
-50 70
-50 70
-50 70


