0.00,0.00
6.00,6.00
12.00,12.00
18.00,18.00
24.00,24.00
30.00,30.00
36.00,36.00
42.00,42.00
48.00,48.00
54.00,54.00
60.00,60.00
66.00,66.00
72.00,72.00
78.00,78.00
84.00,84.00
90.00,90.00
96.00,96.00
102.00,102.00
108.00,108.00
114.00,114.00
120.00,120.00
126.00,126.00
132.00,132.00
138.00,138.00
144.00,144.00
150.00,150.00
156.00,156.00
162.00,162.00
168.00,168.00
174.00,174.00
180.00,180.00
186.00,186.00
192.00,192.00
198.00,198.00
204.00,204.00
210.00,210.00
216.00,216.00
222.00,222.00
228.00,228.00
234.00,234.00
240.00,240.00
246.00,246.00
252.00,252.00
258.00,258.00
264.00,264.00
270.00,270.00
276.00,276.00
282.00,282.00
288.00,288.00
294.00,294.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
300.00,300.00
298.00,300.00
296.00,300.00
294.00,300.00
292.00,300.00
290.00,300.00
288.00,300.00
286.00,300.00
284.00,300.00
282.00,300.00
280.00,300.00
278.00,300.00
276.00,300.00
274.00,300.00
272.00,300.00
270.00,300.00
268.00,300.00
266.00,300.00
264.00,300.00
262.00,300.00
260.00,300.00
258.00,300.00
256.00,300.00
254.00,300.00
252.00,300.00
250.00,300.00
248.00,300.00
246.00,300.00
244.00,300.00
242.00,300.00
240.00,300.00
238.00,300.00
236.00,300.00
234.00,300.00
232.00,300.00
230.00,300.00
228.00,300.00
226.00,300.00
224.00,300.00
222.00,300.00
220.00,300.00
218.00,300.00
216.00,300.00
214.00,300.00
212.00,300.00
210.00,300.00
208.00,300.00
206.00,300.00
204.00,300.00
202.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
200.00,300.00
202.00,300.00
204.00,300.00
206.00,300.00
208.00,300.00
210.00,300.00
212.00,300.00
214.00,300.00
216.00,300.00
218.00,300.00
220.00,300.00
222.00,300.00
224.00,300.00
226.00,300.00
228.00,300.00
230.00,300.00
232.00,300.00
234.00,300.00
236.00,300.00
238.00,300.00
240.00,300.00
242.00,300.00
244.00,300.00
246.00,300.00
248.00,300.00
250.00,300.00
252.00,300.00
254.00,300.00
256.00,300.00
258.00,300.00
260.00,300.00
