0.00,0.00
4.00,4.00
8.00,8.00
12.00,12.00
16.00,16.00
20.00,20.00
24.00,24.00
28.00,28.00
32.00,32.00
36.00,36.00
40.00,40.00
44.00,44.00
48.00,48.00
52.00,52.00
56.00,56.00
60.00,60.00
64.00,64.00
68.00,68.00
72.00,72.00
76.00,76.00
80.00,80.00
84.00,84.00
88.00,88.00
92.00,92.00
96.00,96.00
100.00,100.00
104.00,104.00
108.00,108.00
112.00,112.00
116.00,116.00
120.00,120.00
124.00,124.00
128.00,128.00
132.00,132.00
136.00,136.00
140.00,140.00
144.00,144.00
148.00,148.00
152.00,152.00
156.00,156.00
160.00,160.00
164.00,164.00
168.00,168.00
172.00,172.00
176.00,176.00
180.00,180.00
184.00,184.00
188.00,188.00
192.00,192.00
196.00,196.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
200.00,200.00
204.00,198.00
208.00,196.00
212.00,194.00
216.00,192.00
220.00,190.00
224.00,188.00
228.00,186.00
232.00,184.00
236.00,182.00
240.00,180.00
244.00,178.00
248.00,176.00
252.00,174.00
256.00,172.00
260.00,170.00
264.00,168.00
268.00,166.00
272.00,164.00
276.00,162.00
280.00,160.00
284.00,158.00
288.00,156.00
292.00,154.00
296.00,152.00
300.00,150.00
304.00,148.00
308.00,146.00
312.00,144.00
316.00,142.00
320.00,140.00
324.00,138.00
328.00,136.00
332.00,134.00
336.00,132.00
340.00,130.00
344.00,128.00
348.00,126.00
352.00,124.00
356.00,122.00
360.00,120.00
364.00,118.00
368.00,116.00
372.00,114.00
376.00,112.00
380.00,110.00
384.00,108.00
388.00,106.00
392.00,104.00
396.00,102.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
400.00,100.00
392.00,100.00
384.00,98.00
376.00,96.00
368.00,94.00
360.00,92.00
352.00,90.00
344.00,88.00
336.00,86.00
328.00,84.00
320.00,82.00
312.00,80.00
304.00,78.00
296.00,76.00
288.00,74.00
